Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Team,MP.1,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Expected_Ast,Expected_xAG,Expected_xA,Expected_A-xAG,Expected_KP,Expected_1/3,Expected_PPA,Expected_CrsPA,Expected_PrgP,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Blocks_Int,Blocks_Tkl+Int,Blocks_Clr,Blocks_Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR
Sander Berge,no NOR,MF,25.0,37.0,34,3005.0,33.4,1.0,2.0,3.0,1.0,0.0,0.0,10.0,1.0,1.9,1.9,2.4,4.3,64.0,164.0,29.0,0.03,0.06,0.09,0.03,0.09,0.06,0.07,0.13,0.06,0.13,Matches,Burnley,,,,,,,,,,,,,,,,,1.0,25.0,3.0,12.0,0.75,0.09,0.04,0.33,17.6,0.0,0.0,0.0,1.9,1.9,0.08,-0.9,-0.9,1376.0,1562.0,88.1,24429.0,5168.0,568.0,637.0,89.2,658.0,711.0,92.5,125.0,154.0,81.2,2.0,2.4,1.6,-0.4,29.0,129.0,16.0,1.0,164.0,1529.0,31.0,21.0,7.0,10.0,12.0,1.0,0.0,0.0,0.0,0.0,1376.0,2.0,14.0,67.0,2.01,63.0,0.0,3.0,0.0,1.0,0.0,8.0,0.24,7.0,0.0,1.0,0.0,0.0,0.0,76.0,46.0,35.0,36.0,5.0,34.0,58.0,58.6,24.0,49.0,20.0,29.0,23.0,99.0,60.0,2.0,1887,133,494,997,414,41,1887,41,20,48.8,16,39.0,1076,6419,3091,64,57,9,23,23,1233,29
Dara O'Shea,ie IRL,DF,24.0,33.0,32,2892.0,32.1,3.0,4.0,7.0,3.0,0.0,0.0,5.0,1.0,0.7,0.7,2.0,2.7,32.0,122.0,10.0,0.09,0.12,0.22,0.09,0.22,0.02,0.06,0.08,0.02,0.08,Matches,Burnley,,,,,,,,,,,,,,,,,3.0,19.0,5.0,26.3,0.59,0.16,0.16,0.6,10.6,0.0,0.0,0.0,0.7,0.7,0.04,2.3,2.3,1393.0,1759.0,79.2,27584.0,10235.0,459.0,551.0,83.3,752.0,854.0,88.1,168.0,304.0,55.3,4.0,2.0,1.0,2.0,13.0,139.0,6.0,3.0,122.0,1705.0,47.0,34.0,3.0,10.0,11.0,9.0,0.0,0.0,0.0,0.0,1393.0,7.0,19.0,32.0,1.0,27.0,0.0,0.0,3.0,1.0,1.0,6.0,0.19,6.0,0.0,0.0,0.0,0.0,0.0,39.0,20.0,22.0,14.0,3.0,11.0,26.0,42.3,15.0,41.0,30.0,11.0,35.0,74.0,158.0,2.0,2094,306,969,992,142,49,2094,2,1,50.0,1,50.0,1112,5725,3525,32,14,1,11,1,1306,10
James Trafford,eng ENG,GK,20.0,28.0,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley,,62.0,2.21,166.0,106.0,65.7,3.0,5.0,20.0,2.0,7.1,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1009.0,1541.0,65.5,23601.0,16311.0,318.0,323.0,98.5,451.0,464.0,97.2,235.0,735.0,32.0,0.0,0.0,0.1,0.0,0.0,24.0,1.0,0.0,6.0,1203.0,327.0,129.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,11.0,5.0,7.0,0.25,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,3.0,18.0,1.0,1631,1036,1559,72,0,0,1631,2,2,100.0,0,0.0,1009,4620,2156,0,0,0,1,0,932,0
Zeki Amdouni,ch SUI,FW,22.0,34.0,27,1953.0,21.7,5.0,1.0,6.0,4.0,1.0,1.0,2.0,0.0,5.8,5.0,1.4,6.5,63.0,49.0,93.0,0.23,0.05,0.28,0.18,0.23,0.27,0.07,0.33,0.23,0.3,Matches,Burnley,,,,,,,,,,,,,,,,,5.0,48.0,21.0,43.8,2.21,0.97,0.08,0.19,17.8,0.0,1.0,1.0,5.8,5.0,0.1,-0.8,-1.0,396.0,500.0,79.2,6229.0,1153.0,216.0,265.0,81.5,141.0,161.0,87.6,24.0,35.0,68.6,1.0,1.4,1.3,-0.4,16.0,28.0,9.0,0.0,49.0,445.0,51.0,2.0,7.0,1.0,8.0,0.0,3.0,0.0,0.0,0.0,396.0,4.0,19.0,50.0,2.3,30.0,0.0,5.0,7.0,5.0,3.0,4.0,0.18,1.0,0.0,2.0,0.0,1.0,0.0,27.0,18.0,1.0,15.0,11.0,7.0,25.0,28.0,18.0,23.0,10.0,13.0,9.0,36.0,10.0,0.0,789,24,94,379,337,68,788,88,29,33.0,47,53.4,468,3229,1654,63,30,20,67,32,513,93
Vitinho,br BRA,"DF,MF",24.0,32.0,26,2314.0,25.7,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.6,1.6,1.3,2.9,59.0,66.0,110.0,0.0,0.08,0.08,0.0,0.08,0.06,0.05,0.11,0.06,0.11,Matches,Burnley,,,,,,,,,,,,,,,,,0.0,25.0,4.0,16.0,0.97,0.16,0.0,0.0,18.0,0.0,0.0,0.0,1.6,1.6,0.06,-1.6,-1.6,715.0,994.0,71.9,11588.0,3536.0,373.0,445.0,83.8,282.0,398.0,70.9,45.0,84.0,53.6,2.0,1.3,1.2,0.7,11.0,56.0,19.0,4.0,66.0,804.0,186.0,8.0,4.0,1.0,56.0,178.0,0.0,0.0,0.0,0.0,715.0,4.0,28.0,44.0,1.71,33.0,2.0,4.0,3.0,1.0,1.0,6.0,0.23,5.0,0.0,0.0,0.0,1.0,0.0,64.0,34.0,36.0,22.0,6.0,43.0,86.0,50.0,43.0,44.0,6.0,38.0,12.0,76.0,47.0,4.0,1299,80,363,539,406,51,1299,58,25,43.1,25,43.1,634,3958,2038,59,38,18,34,26,678,110
Charlie Taylor,eng ENG,DF,29.0,28.0,25,2331.0,25.9,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,0.2,0.2,1.2,1.5,36.0,82.0,81.0,0.04,0.04,0.08,0.04,0.08,0.01,0.05,0.06,0.01,0.06,Matches,Burnley,,,,,,,,,,,,,,,,,1.0,10.0,1.0,10.0,0.39,0.04,0.1,1.0,25.8,0.0,0.0,0.0,0.2,0.2,0.02,0.8,0.8,995.0,1312.0,75.8,16535.0,5292.0,520.0,590.0,88.1,380.0,488.0,77.9,76.0,169.0,45.0,1.0,1.2,1.7,-0.2,15.0,69.0,19.0,14.0,82.0,1099.0,206.0,14.0,0.0,7.0,71.0,192.0,0.0,0.0,0.0,0.0,995.0,7.0,28.0,34.0,1.31,30.0,0.0,0.0,2.0,1.0,1.0,2.0,0.08,1.0,0.0,0.0,1.0,0.0,0.0,35.0,20.0,19.0,14.0,2.0,17.0,35.0,48.6,18.0,27.0,11.0,16.0,19.0,54.0,78.0,0.0,1542,115,503,679,370,18,1542,17,9,52.9,6,35.3,723,3259,1497,36,18,5,18,10,861,81
Wilson Odobert,fr FRA,"MF,FW",18.0,29.0,25,2098.0,23.3,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,2.8,2.8,3.3,6.1,102.0,58.0,123.0,0.13,0.09,0.21,0.13,0.21,0.12,0.14,0.26,0.12,0.26,Matches,Burnley,,,,,,,,,,,,,,,,,3.0,49.0,14.0,28.6,2.1,0.6,0.06,0.21,19.4,0.0,0.0,0.0,2.8,2.8,0.06,0.2,0.2,446.0,584.0,76.4,6236.0,1559.0,285.0,330.0,86.4,134.0,173.0,77.5,16.0,31.0,51.6,2.0,3.3,3.6,-1.3,31.0,34.0,19.0,5.0,58.0,567.0,15.0,0.0,3.0,2.0,35.0,2.0,1.0,0.0,1.0,0.0,446.0,2.0,33.0,76.0,3.26,55.0,0.0,10.0,8.0,3.0,0.0,4.0,0.17,3.0,0.0,0.0,1.0,0.0,0.0,17.0,13.0,8.0,5.0,4.0,6.0,22.0,27.3,16.0,26.0,2.0,24.0,6.0,23.0,14.0,0.0,844,26,144,305,416,98,844,110,53,48.2,49,44.5,545,4562,2919,102,56,48,48,30,600,123
Josh Brownhill,eng ENG,MF,27.0,33.0,23,2252.0,25.0,4.0,2.0,6.0,4.0,0.0,0.0,4.0,1.0,1.9,1.9,2.1,4.0,19.0,90.0,36.0,0.16,0.08,0.24,0.16,0.24,0.08,0.08,0.16,0.08,0.16,Matches,Burnley,,,,,,,,,,,,,,,,,4.0,28.0,11.0,39.3,1.12,0.44,0.14,0.36,21.8,0.0,0.0,0.0,1.9,1.9,0.07,2.1,2.1,850.0,1106.0,76.9,13206.0,3449.0,451.0,532.0,84.8,311.0,393.0,79.1,55.0,114.0,48.2,2.0,2.1,2.1,-0.1,34.0,71.0,16.0,0.0,90.0,998.0,103.0,29.0,4.0,3.0,57.0,16.0,50.0,23.0,8.0,2.0,850.0,5.0,18.0,70.0,2.8,43.0,19.0,1.0,3.0,3.0,1.0,6.0,0.24,5.0,1.0,0.0,0.0,0.0,0.0,61.0,35.0,23.0,28.0,10.0,27.0,37.0,73.0,10.0,33.0,8.0,25.0,34.0,95.0,40.0,1.0,1351,71,326,627,410,42,1351,13,7,53.8,6,46.2,551,2278,1018,19,14,3,17,14,702,36
Josh Cullen,ie IRL,MF,27.0,25.0,23,2057.0,22.9,2.0,3.0,5.0,2.0,0.0,0.0,9.0,0.0,0.6,0.6,1.8,2.4,22.0,123.0,22.0,0.09,0.13,0.22,0.09,0.22,0.03,0.08,0.11,0.03,0.11,Matches,Burnley,,,,,,,,,,,,,,,,,2.0,16.0,5.0,31.3,0.7,0.22,0.13,0.4,22.8,0.0,0.0,0.0,0.6,0.6,0.04,1.4,1.4,1173.0,1373.0,85.4,18812.0,4917.0,617.0,667.0,92.5,466.0,521.0,89.4,69.0,127.0,54.3,3.0,1.8,2.3,1.2,26.0,119.0,17.0,3.0,123.0,1311.0,57.0,42.0,5.0,2.0,26.0,1.0,14.0,5.0,6.0,0.0,1173.0,5.0,19.0,66.0,2.89,56.0,6.0,0.0,1.0,2.0,1.0,8.0,0.35,6.0,2.0,0.0,0.0,0.0,0.0,42.0,29.0,15.0,22.0,5.0,26.0,46.0,56.5,20.0,31.0,19.0,12.0,15.0,57.0,26.0,1.0,1555,65,342,905,321,18,1555,13,3,23.1,5,38.5,848,3351,1691,22,21,2,17,10,1065,22
Lyle Foster,za RSA,"FW,MF",22.0,24.0,22,1899.0,21.1,5.0,3.0,8.0,5.0,0.0,0.0,0.0,1.0,4.5,4.5,1.9,6.4,55.0,37.0,104.0,0.24,0.14,0.38,0.24,0.38,0.21,0.09,0.3,0.21,0.3,Matches,Burnley,,,,,,,,,,,,,,,,,5.0,34.0,16.0,47.1,1.61,0.76,0.15,0.31,14.6,0.0,0.0,0.0,4.5,4.5,0.13,0.5,0.5,312.0,461.0,67.7,4471.0,835.0,197.0,268.0,73.5,91.0,124.0,73.4,14.0,20.0,70.0,3.0,1.9,1.3,1.1,19.0,21.0,12.0,0.0,37.0,430.0,29.0,2.0,3.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,312.0,2.0,16.0,41.0,1.95,35.0,0.0,2.0,3.0,1.0,0.0,4.0,0.19,4.0,0.0,0.0,0.0,0.0,0.0,19.0,10.0,5.0,6.0,8.0,6.0,17.0,35.3,11.0,13.0,3.0,10.0,3.0,22.0,34.0,0.0,692,41,93,289,321,93,692,39,19,48.7,18,46.2,380,2464,1278,55,31,36,69,33,479,104
Jacob Bruun Larsen,dk DEN,"MF,FW",24.0,32.0,16,1249.0,13.9,6.0,0.0,6.0,5.0,1.0,1.0,1.0,0.0,5.0,4.2,1.5,5.7,61.0,38.0,146.0,0.43,0.0,0.43,0.36,0.36,0.36,0.1,0.46,0.3,0.41,Matches,Burnley,,,,,,,,,,,,,,,,,6.0,43.0,14.0,32.6,3.1,1.01,0.12,0.36,19.2,11.0,1.0,1.0,5.0,4.2,0.1,1.0,0.8,378.0,526.0,71.9,6208.0,1406.0,208.0,257.0,80.9,120.0,162.0,74.1,39.0,64.0,60.9,0.0,1.5,1.8,-1.5,25.0,12.0,13.0,2.0,38.0,455.0,69.0,15.0,1.0,3.0,62.0,5.0,46.0,14.0,17.0,2.0,378.0,2.0,18.0,46.0,3.31,32.0,11.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,4.0,3.0,2.0,7.0,21.0,33.3,14.0,16.0,2.0,14.0,7.0,16.0,23.0,0.0,720,20,97,229,401,89,719,55,20,36.4,31,56.4,398,2539,1351,61,20,33,28,10,449,146
Maxime Estève,fr FRA,DF,21.0,16.0,15,1309.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.3,0.3,0.0,0.3,15.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Burnley,,,,,,,,,,,,,,,,,0.0,7.0,0.0,0.0,0.48,0.0,0.0,,19.1,0.0,0.0,0.0,0.3,0.3,0.04,-0.3,-0.3,690.0,821.0,84.0,11622.0,2998.0,308.0,343.0,89.8,336.0,371.0,90.6,36.0,79.0,45.6,0.0,0.0,0.2,0.0,1.0,41.0,0.0,0.0,40.0,754.0,66.0,13.0,1.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,690.0,1.0,10.0,8.0,0.55,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,27.0,10.0,15.0,12.0,0.0,18.0,32.0,56.3,14.0,21.0,10.0,11.0,27.0,54.0,56.0,0.0,979,158,465,463,52,8,979,3,1,33.3,0,0.0,514,2716,1664,15,18,2,5,3,600,3
Lorenz Assignon,tg TOG,DF,23.0,15.0,15,1234.0,13.7,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,0.4,0.4,2.6,3.0,38.0,34.0,57.0,0.07,0.15,0.22,0.07,0.22,0.03,0.19,0.22,0.03,0.22,Matches,Burnley,,,,,,,,,,,,,,,,,1.0,9.0,4.0,44.4,0.66,0.29,0.11,0.25,22.1,0.0,0.0,0.0,0.4,0.4,0.04,0.6,0.6,352.0,485.0,72.6,5411.0,1984.0,182.0,225.0,80.9,152.0,194.0,78.4,10.0,31.0,32.3,2.0,2.6,1.6,-0.6,13.0,16.0,10.0,5.0,34.0,378.0,104.0,3.0,0.0,0.0,29.0,101.0,0.0,0.0,0.0,0.0,352.0,3.0,19.0,23.0,1.68,18.0,3.0,1.0,0.0,1.0,0.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0,35.0,17.0,18.0,13.0,4.0,14.0,27.0,51.9,13.0,22.0,7.0,15.0,19.0,54.0,43.0,1.0,670,46,210,270,207,30,670,32,13,40.6,17,53.1,283,1862,1063,38,16,12,27,13,303,57
Jordan Beyer,de GER,DF,23.0,15.0,15,1234.0,13.7,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.5,0.5,0.3,0.8,9.0,25.0,1.0,0.0,0.07,0.07,0.0,0.07,0.04,0.02,0.06,0.04,0.06,Matches,Burnley,,,,,,,,,,,,,,,,,0.0,5.0,0.0,0.0,0.36,0.0,0.0,,8.2,0.0,0.0,0.0,0.5,0.5,0.1,-0.5,-0.5,766.0,861.0,89.0,14232.0,3759.0,270.0,298.0,90.6,421.0,446.0,94.4,64.0,92.0,69.6,1.0,0.3,0.2,0.7,3.0,28.0,1.0,0.0,25.0,840.0,19.0,14.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,766.0,2.0,9.0,10.0,0.73,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,35.0,20.0,22.0,12.0,1.0,14.0,24.0,58.3,10.0,22.0,15.0,7.0,16.0,51.0,68.0,1.0,1022,159,570,429,26,8,1022,7,4,57.1,2,28.6,624,3314,2089,9,11,0,5,1,678,1
Luca Koleosho,it ITA,"MF,FW",18.0,15.0,13,974.0,10.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3,3.3,53.0,19.0,82.0,0.09,0.09,0.18,0.09,0.18,0.18,0.12,0.3,0.18,0.3,Matches,Burnley,,,,,,,,,,,,,,,,,1.0,23.0,5.0,21.7,2.13,0.46,0.04,0.2,18.5,0.0,0.0,0.0,2.0,2.0,0.09,-1.0,-1.0,192.0,274.0,70.1,2509.0,475.0,126.0,153.0,82.4,56.0,79.0,70.9,2.0,9.0,22.2,1.0,1.3,1.1,-0.3,11.0,9.0,6.0,2.0,19.0,267.0,6.0,2.0,0.0,0.0,23.0,4.0,0.0,0.0,0.0,0.0,192.0,1.0,16.0,28.0,2.59,12.0,0.0,11.0,2.0,3.0,0.0,6.0,0.56,2.0,0.0,3.0,0.0,1.0,0.0,7.0,4.0,2.0,5.0,0.0,2.0,10.0,20.0,8.0,13.0,0.0,13.0,2.0,9.0,0.0,0.0,416,5,33,149,240,52,416,78,33,42.3,39,50.0,299,2603,1383,53,37,29,22,14,313,82
Jóhann Berg Guðmundsson,is ISL,"MF,FW",32.0,26.0,12,1192.0,13.2,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,1.9,1.9,2.7,4.5,13.0,59.0,69.0,0.08,0.23,0.3,0.08,0.3,0.14,0.2,0.34,0.14,0.34,Matches,Burnley,,,,,,,,,,,,,,,,,1.0,15.0,6.0,40.0,1.13,0.45,0.07,0.17,15.6,1.0,0.0,0.0,1.9,1.9,0.12,-0.9,-0.9,396.0,544.0,72.8,7505.0,2234.0,164.0,184.0,89.1,159.0,203.0,78.3,61.0,124.0,49.2,3.0,2.7,2.5,0.3,35.0,36.0,18.0,6.0,59.0,465.0,77.0,28.0,4.0,5.0,70.0,7.0,39.0,18.0,12.0,5.0,396.0,2.0,14.0,50.0,3.78,28.0,17.0,0.0,2.0,3.0,0.0,5.0,0.38,3.0,2.0,0.0,0.0,0.0,0.0,13.0,4.0,6.0,5.0,2.0,7.0,16.0,43.8,9.0,14.0,0.0,14.0,16.0,29.0,16.0,0.0,656,25,108,284,268,26,656,16,5,31.3,7,43.8,371,1836,605,13,13,2,20,15,420,69
Ameen Al-Dakhil,be BEL,DF,21.0,13.0,12,1056.0,11.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.3,1.3,0.1,1.4,7.0,35.0,9.0,0.09,0.0,0.09,0.09,0.09,0.11,0.01,0.12,0.11,0.12,Matches,Burnley,,,,,,,,,,,,,,,,,1.0,8.0,3.0,37.5,0.68,0.26,0.13,0.33,16.0,0.0,0.0,0.0,1.3,1.3,0.16,-0.3,-0.3,537.0,637.0,84.3,9642.0,2939.0,208.0,220.0,94.5,280.0,321.0,87.2,42.0,77.0,54.5,0.0,0.1,0.6,-0.1,2.0,13.0,2.0,0.0,35.0,590.0,45.0,11.0,2.0,2.0,3.0,34.0,0.0,0.0,0.0,0.0,537.0,2.0,6.0,8.0,0.68,5.0,0.0,1.0,2.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,4.0,7.0,1.0,1.0,10.0,10.0,9.0,13.0,6.0,7.0,12.0,24.0,38.0,2.0,749,83,355,339,58,10,749,5,3,60.0,2,40.0,491,2471,1351,7,9,0,8,6,495,9
Arijanet Muric,xk KVX,GK,24.0,10.0,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Burnley,,16.0,1.6,78.0,62.0,80.8,2.0,4.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,50.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,404.0,585.0,69.1,11273.0,8376.0,67.0,68.0,98.5,196.0,207.0,94.7,140.0,302.0,46.4,0.0,0.2,0.1,-0.2,4.0,16.0,1.0,0.0,1.0,495.0,85.0,52.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,5.0,0.0,6.0,0.6,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,4.0,635,361,573,62,0,0,635,0,0,,0,,418,2331,1453,0,0,0,0,0,392,0
David Datro Fofana,ci CIV,FW,20.0,15.0,10,879.0,9.8,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,4.5,4.5,1.8,6.4,21.0,15.0,39.0,0.41,0.1,0.51,0.41,0.51,0.46,0.19,0.65,0.46,0.65,Matches,Burnley,,,,,,,,,,,,,,,,,4.0,19.0,10.0,52.6,1.95,1.02,0.21,0.4,14.0,0.0,0.0,0.0,4.5,4.5,0.24,-0.5,-0.5,117.0,173.0,67.6,1574.0,343.0,67.0,94.0,71.3,36.0,49.0,73.5,5.0,6.0,83.3,1.0,1.8,0.3,-0.8,8.0,9.0,5.0,1.0,15.0,167.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,117.0,2.0,8.0,18.0,1.84,8.0,0.0,4.0,4.0,1.0,1.0,2.0,0.2,0.0,0.0,2.0,0.0,0.0,0.0,10.0,5.0,3.0,5.0,2.0,3.0,6.0,50.0,3.0,9.0,3.0,6.0,1.0,11.0,2.0,0.0,307,10,36,130,147,45,307,41,15,36.6,22,53.7,187,1226,527,21,9,11,37,20,222,39
Connor Roberts,wls WAL,DF,27.0,14.0,8,823.0,9.1,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.2,0.2,6.0,38.0,13.0,0.0,0.11,0.11,0.0,0.11,0.0,0.02,0.02,0.0,0.02,Matches,Burnley,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,395.0,495.0,79.8,6987.0,2370.0,162.0,182.0,89.0,194.0,222.0,87.4,34.0,67.0,50.7,1.0,0.2,0.4,0.8,7.0,32.0,8.0,2.0,38.0,406.0,87.0,13.0,0.0,2.0,10.0,74.0,0.0,0.0,0.0,0.0,395.0,2.0,9.0,18.0,1.97,13.0,5.0,0.0,0.0,0.0,0.0,3.0,0.33,3.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,6.0,4.0,2.0,8.0,17.0,47.1,9.0,8.0,6.0,2.0,4.0,16.0,25.0,2.0,557,28,182,259,120,6,557,2,0,0.0,2,100.0,309,1163,620,6,10,0,3,1,358,13
Jay Rodriguez,eng ENG,FW,34.0,21.0,7,822.0,9.1,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,3.5,2.7,0.2,2.9,2.0,17.0,28.0,0.22,0.11,0.33,0.11,0.22,0.38,0.02,0.4,0.3,0.32,Matches,Burnley,,,,,,,,,,,,,,,,,2.0,21.0,7.0,33.3,2.3,0.77,0.05,0.14,12.9,0.0,1.0,1.0,3.5,2.7,0.13,-1.5,-1.7,142.0,216.0,65.7,1958.0,396.0,89.0,119.0,74.8,36.0,52.0,69.2,9.0,27.0,33.3,1.0,0.2,0.1,0.8,4.0,16.0,2.0,0.0,17.0,216.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,4.0,13.0,1.42,7.0,0.0,2.0,4.0,0.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,7.0,4.0,3.0,7.0,13.0,53.8,6.0,11.0,1.0,10.0,1.0,15.0,8.0,0.0,314,11,48,165,101,24,313,9,6,66.7,3,33.3,152,441,137,2,3,1,20,5,225,28
Hannes Delcroix,be BEL,DF,24.0,12.0,5,589.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.2,0.6,2.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.09,0.05,0.09,Matches,Burnley,,,,,,,,,,,,,,,,,0.0,4.0,2.0,50.0,0.61,0.31,0.0,0.0,11.2,0.0,0.0,0.0,0.4,0.4,0.09,-0.4,-0.4,300.0,350.0,85.7,4932.0,1666.0,145.0,155.0,93.5,135.0,154.0,87.7,16.0,31.0,51.6,0.0,0.2,0.1,-0.2,4.0,24.0,3.0,2.0,18.0,320.0,29.0,3.0,0.0,0.0,5.0,26.0,0.0,0.0,0.0,0.0,300.0,1.0,2.0,7.0,1.07,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,6.0,4.0,0.0,3.0,4.0,75.0,1.0,9.0,3.0,6.0,9.0,19.0,26.0,0.0,419,42,175,204,40,4,419,6,3,50.0,2,33.3,241,847,451,2,2,0,5,3,268,6
