Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,team,Unnamed: 4_level_0
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,MP
Matz Sels,be BEL,GK,31.0,,16,1440.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nott'ham Forest,16.0
Moussa Niakhate,sn SEN,DF,27.0,,15,1460.0,16.2,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,1.1,1.1,0.1,1.2,13.0,39.0,6.0,0.06,0.0,0.06,0.06,0.06,0.07,0.01,0.08,0.07,0.08,Matches,Nott'ham Forest,21.0
Harry Toffolo,eng ENG,DF,27.0,,15,1459.0,16.2,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,1.6,1.6,1.5,3.2,10.0,42.0,34.0,0.06,0.19,0.25,0.06,0.25,0.1,0.1,0.2,0.1,0.2,Matches,Nott'ham Forest,23.0
Ibrahim Sangaré,ci CIV,MF,25.0,,13,1035.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.6,0.6,0.4,1.0,5.0,44.0,7.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches,Nott'ham Forest,17.0
Taiwo Awoniyi,ng NGA,FW,25.0,,12,1042.0,11.6,6.0,3.0,9.0,6.0,0.0,0.0,2.0,0.0,4.7,4.7,1.7,6.4,8.0,14.0,45.0,0.52,0.26,0.78,0.52,0.78,0.41,0.15,0.56,0.41,0.56,Matches,Nott'ham Forest,20.0
Serge Aurier,ci CIV,"DF,MF",30.0,,10,833.0,9.3,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.5,0.6,10.0,47.0,29.0,0.0,0.22,0.22,0.0,0.22,0.02,0.05,0.07,0.02,0.07,Matches,Nott'ham Forest,12.0
Gonzalo Montiel,ar ARG,DF,26.0,,8,801.0,8.9,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.1,0.1,1.4,1.5,10.0,28.0,32.0,0.0,0.22,0.22,0.0,0.22,0.01,0.15,0.17,0.01,0.17,Matches,Nott'ham Forest,14.0
Andrew Omobamidele,ie IRL,DF,21.0,,8,783.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.2,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Matches,Nott'ham Forest,11.0
Divock Origi,be BEL,FW,28.0,,6,606.0,6.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.4,1.4,2.1,3.5,19.0,14.0,41.0,0.0,0.15,0.15,0.0,0.15,0.21,0.31,0.51,0.21,0.51,Matches,Nott'ham Forest,20.0
Nuno Tavares,pt POR,DF,23.0,,5,457.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.5,0.7,14.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.13,0.03,0.13,Matches,Nott'ham Forest,8.0
Odisseas Vlachodimos,gr GRE,GK,29.0,,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Nott'ham Forest,5.0
Joe Worrall,eng ENG,DF,26.0,,5,439.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.2,0.3,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches,Nott'ham Forest,7.0
Scott McKenna,sct SCO,DF,26.0,,5,416.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.08,0.05,0.08,Matches,Nott'ham Forest,5.0
Felipe,br BRA,DF,34.0,,4,375.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.1,0.2,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,Nott'ham Forest,7.0
Brennan Johnson,wls WAL,"FW,MF",22.0,,3,237.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,8.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.12,0.08,0.21,0.12,0.21,Matches,Nott'ham Forest,3.0
Gio Reyna,us USA,"FW,MF",20.0,,2,235.0,2.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.8,3.0,12.0,14.0,0.0,0.38,0.38,0.0,0.38,0.11,0.18,0.29,0.11,0.29,Matches,Nott'ham Forest,9.0
Cheikhou Kouyaté,sn SEN,MF,33.0,,2,212.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.0,0.3,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.12,0.02,0.14,0.12,0.14,Matches,Nott'ham Forest,12.0
Rodrigo Ribeiro,pt POR,"MF,FW",18.0,,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nott'ham Forest,4.0
Andrey Santos,br BRA,MF,19.0,,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.64,0.64,0.64,Matches,Nott'ham Forest,1.0
Brandon Aguilera,cr CRC,FW,20.0,,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nott'ham Forest,1.0
Remo Freuler,ch SUI,MF,31.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nott'ham Forest,0.0
Joe Gardner,eng ENG,DF,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nott'ham Forest,0.0
Wayne Hennessey,wls WAL,GK,36.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nott'ham Forest,0.0
Ethan Horvath,us USA,GK,28.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nott'ham Forest,0.0
Jamie McDonnell,nir NIR,MF,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nott'ham Forest,0.0
Lewis O'Brien,eng ENG,MF,24.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nott'ham Forest,0.0
Detlef Osong,eng ENG,FW,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nott'ham Forest,0.0
Hwang Ui-jo,kr KOR,"FW,MF",30.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nott'ham Forest,0.0
Squad Total,,,25.7,,418,3420.0,38.0,49.0,43.0,92.0,48.0,1.0,1.0,82.0,3.0,49.9,49.1,38.0,87.1,604.0,1140.0,1122.0,1.29,1.13,2.42,1.26,2.39,1.31,1.0,2.31,1.29,2.29,,Nott'ham Forest,38.0
Opponent Total,,,26.4,,418,3420.0,38.0,65.0,48.0,113.0,61.0,4.0,4.0,81.0,7.0,53.2,50.1,37.1,87.1,812.0,1901.0,1882.0,1.71,1.26,2.97,1.61,2.87,1.4,0.98,2.38,1.32,2.29,,Nott'ham Forest,38.0
Thomas Kaminski,be BEL,GK,30.0,,38,3405.0,37.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Luton Town,38.0
Alfie Doughty,eng ENG,DF,23.0,,34,2925.0,32.5,2.0,8.0,10.0,2.0,0.0,0.0,5.0,0.0,1.3,1.3,6.3,7.6,94.0,106.0,164.0,0.06,0.25,0.31,0.06,0.31,0.04,0.19,0.23,0.04,0.23,Matches,Luton Town,37.0
Carlton Morris,eng ENG,"FW,MF",27.0,,32,2862.0,31.8,11.0,4.0,15.0,6.0,5.0,5.0,4.0,0.0,11.4,7.5,2.8,10.2,37.0,56.0,120.0,0.35,0.13,0.47,0.19,0.31,0.36,0.09,0.45,0.23,0.32,Matches,Luton Town,38.0
Ross Barkley,eng ENG,MF,29.0,,30,2618.0,29.1,5.0,4.0,9.0,5.0,0.0,0.0,6.0,0.0,4.1,4.1,3.7,7.9,48.0,163.0,39.0,0.17,0.14,0.31,0.17,0.31,0.14,0.13,0.27,0.14,0.27,Matches,Luton Town,32.0
Teden Mengi,eng ENG,DF,21.0,,28,2469.0,27.4,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.6,0.6,0.3,0.9,15.0,54.0,1.0,0.04,0.0,0.04,0.04,0.04,0.02,0.01,0.03,0.02,0.03,Matches,Luton Town,30.0
Gabriel Osho,ng NGA,DF,24.0,,21,1846.0,20.5,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,1.1,1.1,0.1,1.2,10.0,37.0,4.0,0.1,0.0,0.1,0.1,0.1,0.05,0.01,0.06,0.05,0.06,Matches,Luton Town,21.0
Issa Kaboré,bf BFA,DF,22.0,,21,1729.0,19.2,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.2,0.2,2.1,2.3,60.0,54.0,85.0,0.0,0.1,0.1,0.0,0.1,0.01,0.11,0.12,0.01,0.12,Matches,Luton Town,24.0
Amari'i Bell,jm JAM,DF,29.0,,21,1720.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.7,32.0,76.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.01,0.04,Matches,Luton Town,21.0
Chiedozie Ogbene,ie IRL,"MF,DF",26.0,,20,1995.0,22.2,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,4.2,4.2,3.1,7.4,127.0,53.0,150.0,0.18,0.05,0.23,0.18,0.23,0.19,0.14,0.33,0.19,0.33,Matches,Luton Town,30.0
Tahith Chong,nl NED,"MF,FW",23.0,,20,1982.0,22.0,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,2.7,2.7,0.5,3.2,57.0,72.0,101.0,0.18,0.0,0.18,0.18,0.18,0.12,0.02,0.15,0.12,0.15,Matches,Luton Town,33.0
Reece Burke,eng ENG,DF,26.0,,20,1660.0,18.4,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,1.3,1.3,1.4,2.7,11.0,67.0,14.0,0.0,0.22,0.22,0.0,0.22,0.07,0.07,0.15,0.07,0.15,Matches,Luton Town,22.0
Elijah Adebayo,eng ENG,FW,25.0,,16,1419.0,15.8,10.0,0.0,10.0,10.0,0.0,0.0,1.0,0.0,5.9,5.9,0.7,6.6,16.0,23.0,110.0,0.63,0.0,0.63,0.63,0.63,0.37,0.04,0.42,0.37,0.42,Matches,Luton Town,27.0
Albert Sambi Lokonga,be BEL,MF,23.0,,16,1303.0,14.5,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,0.6,0.6,1.4,2.0,29.0,72.0,13.0,0.07,0.21,0.28,0.07,0.28,0.04,0.1,0.14,0.04,0.14,Matches,Luton Town,17.0
Jordan Clark,eng ENG,MF,29.0,,14,1304.0,14.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.3,2.2,21.0,51.0,39.0,0.07,0.07,0.14,0.07,0.14,0.07,0.09,0.16,0.07,0.16,Matches,Luton Town,23.0
Andros Townsend,eng ENG,"MF,FW",32.0,,14,1210.0,13.4,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,1.3,2.5,47.0,35.0,71.0,0.07,0.22,0.3,0.07,0.3,0.09,0.1,0.19,0.09,0.19,Matches,Luton Town,27.0
Tom Lockyer,wls WAL,DF,28.0,,14,1169.0,13.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.1,1.1,0.6,1.7,6.0,37.0,2.0,0.08,0.08,0.15,0.08,0.15,0.08,0.05,0.13,0.08,0.13,Matches,Luton Town,14.0
Marvelous Nakamba,zw ZIM,MF,29.0,,13,1130.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.4,0.6,1.0,36.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05,Matches,Luton Town,13.0
Jacob Brown,sct SCO,"MF,FW",25.0,,12,1019.0,11.3,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,2.8,2.8,0.7,3.4,25.0,19.0,53.0,0.18,0.0,0.18,0.18,0.18,0.25,0.06,0.3,0.25,0.3,Matches,Luton Town,19.0
Pelly Ruddock Mpanzu,cd COD,MF,30.0,,11,1101.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.4,1.1,10.0,34.0,15.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,Matches,Luton Town,27.0
Daiki Hashioka,jp JPN,DF,24.0,,6,595.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.8,3.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,Matches,Luton Town,10.0
Ryan John Giles,eng ENG,"DF,MF",23.0,,5,503.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,9.0,17.0,30.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches,Luton Town,11.0
Fred Onyedinma,eng ENG,"DF,MF",26.0,,4,407.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,9.0,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,Luton Town,8.0
Mads Juel Andersen,dk DEN,DF,25.0,,4,400.0,4.4,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,0.0,7.0,1.0,0.23,0.0,0.23,0.23,0.23,0.06,0.0,0.06,0.06,0.06,Matches,Luton Town,8.0
Cauley Woodrow,eng ENG,"FW,MF",28.0,,2,427.0,4.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.4,1.4,1.2,2.6,7.0,6.0,22.0,0.21,0.21,0.42,0.21,0.42,0.3,0.25,0.55,0.3,0.55,Matches,Luton Town,24.0
Luke Berry,eng ENG,"MF,DF",31.0,,2,323.0,3.6,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3,1.3,1.0,8.0,7.0,0.56,0.28,0.84,0.56,0.84,0.28,0.07,0.35,0.28,0.35,Matches,Luton Town,17.0
Joseph Johnson,eng ENG,DF,17.0,,0,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Luton Town,2.0
James Shea,eng ENG,GK,32.0,,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Luton Town,1.0
Zack Nelson,eng ENG,"MF,DF",18.0,,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Luton Town,2.0
Allan Campbell,sct SCO,MF,25.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0
Christian Chigozie,eng ENG,DF,16.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0
Aidan Francis,eng ENG,DF,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0
Taylan Harris,eng ENG,FW,17.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0
Tim Krul,nl NED,GK,35.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0
Jayden Luker,eng ENG,MF,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0
Dominic Martins,pt POR,MF,17.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0
John Mcatee,eng ENG,"FW,MF",24.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0
Axel Piesold,eng ENG,MF,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0
Dan Potts,eng ENG,DF,29.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Luton Town,0.0
Squad Total,,,26.7,,418,3420.0,38.0,49.0,33.0,82.0,44.0,5.0,5.0,71.0,0.0,42.4,38.6,29.5,68.2,675.0,1113.0,1094.0,1.29,0.87,2.16,1.16,2.03,1.12,0.78,1.89,1.02,1.79,,Luton Town,38.0
Opponent Total,,,26.5,,418,3420.0,38.0,81.0,57.0,138.0,77.0,4.0,4.0,73.0,2.0,78.0,74.9,56.8,131.7,723.0,1495.0,1485.0,2.13,1.5,3.63,2.03,3.53,2.05,1.49,3.55,1.97,3.47,,Luton Town,38.0
Sander Berge,no NOR,MF,25.0,37.0,34,3005.0,33.4,1.0,2.0,3.0,1.0,0.0,0.0,10.0,1.0,1.9,1.9,2.4,4.3,64.0,164.0,29.0,0.03,0.06,0.09,0.03,0.09,0.06,0.07,0.13,0.06,0.13,Matches,Burnley,
Dara O'Shea,ie IRL,DF,24.0,33.0,32,2892.0,32.1,3.0,4.0,7.0,3.0,0.0,0.0,5.0,1.0,0.7,0.7,2.0,2.7,32.0,122.0,10.0,0.09,0.12,0.22,0.09,0.22,0.02,0.06,0.08,0.02,0.08,Matches,Burnley,
James Trafford,eng ENG,GK,20.0,28.0,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley,
Zeki Amdouni,ch SUI,FW,22.0,34.0,27,1953.0,21.7,5.0,1.0,6.0,4.0,1.0,1.0,2.0,0.0,5.8,5.0,1.4,6.5,63.0,49.0,93.0,0.23,0.05,0.28,0.18,0.23,0.27,0.07,0.33,0.23,0.3,Matches,Burnley,
Vitinho,br BRA,"DF,MF",24.0,32.0,26,2314.0,25.7,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.6,1.6,1.3,2.9,59.0,66.0,110.0,0.0,0.08,0.08,0.0,0.08,0.06,0.05,0.11,0.06,0.11,Matches,Burnley,
Charlie Taylor,eng ENG,DF,29.0,28.0,25,2331.0,25.9,1.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,0.2,0.2,1.2,1.5,36.0,82.0,81.0,0.04,0.04,0.08,0.04,0.08,0.01,0.05,0.06,0.01,0.06,Matches,Burnley,
Wilson Odobert,fr FRA,"MF,FW",18.0,29.0,25,2098.0,23.3,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,2.8,2.8,3.3,6.1,102.0,58.0,123.0,0.13,0.09,0.21,0.13,0.21,0.12,0.14,0.26,0.12,0.26,Matches,Burnley,
Josh Brownhill,eng ENG,MF,27.0,33.0,23,2252.0,25.0,4.0,2.0,6.0,4.0,0.0,0.0,4.0,1.0,1.9,1.9,2.1,4.0,19.0,90.0,36.0,0.16,0.08,0.24,0.16,0.24,0.08,0.08,0.16,0.08,0.16,Matches,Burnley,
Josh Cullen,ie IRL,MF,27.0,25.0,23,2057.0,22.9,2.0,3.0,5.0,2.0,0.0,0.0,9.0,0.0,0.6,0.6,1.8,2.4,22.0,123.0,22.0,0.09,0.13,0.22,0.09,0.22,0.03,0.08,0.11,0.03,0.11,Matches,Burnley,
Lyle Foster,za RSA,"FW,MF",22.0,24.0,22,1899.0,21.1,5.0,3.0,8.0,5.0,0.0,0.0,0.0,1.0,4.5,4.5,1.9,6.4,55.0,37.0,104.0,0.24,0.14,0.38,0.24,0.38,0.21,0.09,0.3,0.21,0.3,Matches,Burnley,
Jacob Bruun Larsen,dk DEN,"MF,FW",24.0,32.0,16,1249.0,13.9,6.0,0.0,6.0,5.0,1.0,1.0,1.0,0.0,5.0,4.2,1.5,5.7,61.0,38.0,146.0,0.43,0.0,0.43,0.36,0.36,0.36,0.1,0.46,0.3,0.41,Matches,Burnley,
Maxime Estève,fr FRA,DF,21.0,16.0,15,1309.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.3,0.3,0.0,0.3,15.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Burnley,
Lorenz Assignon,tg TOG,DF,23.0,15.0,15,1234.0,13.7,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,0.4,0.4,2.6,3.0,38.0,34.0,57.0,0.07,0.15,0.22,0.07,0.22,0.03,0.19,0.22,0.03,0.22,Matches,Burnley,
Jordan Beyer,de GER,DF,23.0,15.0,15,1234.0,13.7,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.5,0.5,0.3,0.8,9.0,25.0,1.0,0.0,0.07,0.07,0.0,0.07,0.04,0.02,0.06,0.04,0.06,Matches,Burnley,
Luca Koleosho,it ITA,"MF,FW",18.0,15.0,13,974.0,10.8,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3,3.3,53.0,19.0,82.0,0.09,0.09,0.18,0.09,0.18,0.18,0.12,0.3,0.18,0.3,Matches,Burnley,
Jóhann Berg Guðmundsson,is ISL,"MF,FW",32.0,26.0,12,1192.0,13.2,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,1.9,1.9,2.7,4.5,13.0,59.0,69.0,0.08,0.23,0.3,0.08,0.3,0.14,0.2,0.34,0.14,0.34,Matches,Burnley,
Ameen Al-Dakhil,be BEL,DF,21.0,13.0,12,1056.0,11.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.3,1.3,0.1,1.4,7.0,35.0,9.0,0.09,0.0,0.09,0.09,0.09,0.11,0.01,0.12,0.11,0.12,Matches,Burnley,
Arijanet Muric,xk KVX,GK,24.0,10.0,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Burnley,
David Datro Fofana,ci CIV,FW,20.0,15.0,10,879.0,9.8,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,4.5,4.5,1.8,6.4,21.0,15.0,39.0,0.41,0.1,0.51,0.41,0.51,0.46,0.19,0.65,0.46,0.65,Matches,Burnley,
Connor Roberts,wls WAL,DF,27.0,14.0,8,823.0,9.1,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.2,0.2,6.0,38.0,13.0,0.0,0.11,0.11,0.0,0.11,0.0,0.02,0.02,0.0,0.02,Matches,Burnley,
Jay Rodriguez,eng ENG,FW,34.0,21.0,7,822.0,9.1,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,3.5,2.7,0.2,2.9,2.0,17.0,28.0,0.22,0.11,0.33,0.11,0.22,0.38,0.02,0.4,0.3,0.32,Matches,Burnley,
Hannes Delcroix,be BEL,DF,24.0,12.0,5,589.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.2,0.6,2.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.09,0.05,0.09,Matches,Burnley,
Aaron Ramsey,eng ENG,"MF,FW",20.0,14.0,5,527.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.4,0.7,8.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,Matches,Burnley,
Hjalmar Ekdal,se SWE,DF,24.0,8.0,5,437.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.1,5.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,Matches,Burnley,
Mike Trésor,be BEL,"FW,MF",24.0,16.0,3,420.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9,15.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08,0.18,0.1,0.18,Matches,Burnley,
Anass Zaroury,ma MAR,"FW,MF",22.0,6.0,1,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.0,0.2,2.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12,Matches,Burnley,
Benson Manuel,ao ANG,"MF,FW",26.0,8.0,1,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,5.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,Matches,Burnley,
Nathan Redmond,eng ENG,"FW,MF",29.0,12.0,0,142.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,7.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19,Matches,Burnley,
Jack Cork,eng ENG,MF,34.0,4.0,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley,
Michael Obafemi,ie IRL,"FW,MF",23.0,2.0,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.4,Matches,Burnley,
